"text","postUrl","replies/0/id","replies/0/likesCount","replies/0/owner/fbid_v2","replies/0/owner/full_name","replies/0/owner/has_onboarded_to_text_post_app","replies/0/owner/id","replies/0/owner/is_mentionable","replies/0/owner/is_private","replies/0/owner/is_verified","replies/0/owner/latest_reel_media","replies/0/owner/profile_pic_id","replies/0/owner/profile_pic_url","replies/0/owner/username","replies/0/ownerProfilePicUrl","replies/0/ownerUsername","replies/0/repliesCount","replies/0/text","replies/0/timestamp"
"Yes, kalau ada budget lebih ga ada salahnya punya asurans swasta buat pendamping bpjs. Sebab klo sdh ada riwayat penyakit agak sulit untuk punya🥺 sehat sehat selalu buat kita semua","https://www.instagram.com/p/DC3UMLszkQq/",,,,,,,,,,,,,,,,,,
"Iya bener ... RS. Satya Negara adalah salah satu RS syaraf terbaik namun tdk menerima BPJS 😮","https://www.instagram.com/p/DC3UMLszkQq/",,,,,,,,,,,,,,,,,,
"MasyaAllah❤️","https://www.instagram.com/p/DC3UMLszkQq/",,,,,,,,,,,,,,,,,,
"😍😍","https://www.instagram.com/p/DC3UMLszkQq/",,,,,,,,,,,,,,,,,,
"Titi","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Ga ikut voting, tp Lyodra paling atas😍","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lyly❤️❤️❤️❤️","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"lylyyyyy❤️❤️❤️","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lylyatun sih.. Salut utk kerja kerasnya hingga di titik ini tanpa gimmick 😊","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"lyly","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"lyoooooodraaaa🔥","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"lyodra🔥","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lyodra all in🔥","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"ini penghuni musicku semua 😂","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lyodra sih","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lyodra donk❤️","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"LYODRA","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lyodraaaa 🔥🔥🔥","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Lyodra","https://www.instagram.com/p/C7JHdlcriuG/",,,,,,,,,,,,,,,,,,
"Pengen banget tapi uang nya min","https://www.instagram.com/p/DIOUWBUzueO/",,,,,,,,,,,,,,,,,,
"Iphone nya juga cepat panas","https://www.instagram.com/p/DIOUWBUzueO/",,,,,,,,,,,,,,,,,,
"Beliin dong Min","https://www.instagram.com/p/DIOUWBUzueO/",,,,,,,,,,,,,,,,,,
"""Warga Indonesia"" yang dimaksud umur berapa nihh","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Cek DM","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Samsung jadul","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Nokia 3310","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Dulu HP aku 6600 tapi yang masih ada HP jadul aku blackberry 🤭","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Aku sony ericson yg pertama kali🤗","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Nokia 😂","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"tolong hp ku esia :)","https://www.instagram.com/p/C9esOu6ygF3/",,,,,,,,,,,,,,,,,,
"Ingin bekerja tapi dirumah biar sambil ngurus anak❤️","https://www.instagram.com/p/C6Gc4zkr3y_/",,,,,,,,,,,,,,,,,,
"👏❤️","https://www.instagram.com/p/C6Gc4zkr3y_/",,,,,,,,,,,,,,,,,,
"Coba untuk populix tolong diperhatikan beberapa hal yang saya tulis ini. 1. bug reward 1 poin isi 10 poppol mingguan tidak bisa diklaim(tidak akan terakumulasi ke dalam jumlah poin) 2. Terakhir update popmart akhir puasa. Mohon untuk ditambah stok popmart dan usahakan dengan nilai poin yang lebih rendah. 3. Sekali kali adakan flash sale popmart untuk menarik member lama untuk aktif kembali. 4. Pengecekan survey harus sesuai standar, terkadang isi jujur juga tetap ditolak, padahal di awal screening lolos sesuai kriteria populix. Mohon untuk semua hal diatas untuk diperhatikan. Terima kasih","https://www.instagram.com/p/DKiuxqUz_g6/",,,,,,,,,,,,,,,,,,
"Sip","https://www.instagram.com/p/DCOhoekTbQp/",,,,,,,,,,,,,,,,,,
"Please cek dm","https://www.instagram.com/p/DMusnbyzHdR/",,,,,,,,,,,,,,,,,,
"Perlu banget menurutku peran ayah sangat penting dan bisa mensupport peran istri juga dalam mengasuh anak untuk awal kelahiran, karena kondisi ibu yang baru melahirkan masih lemah atau belum bisa sepenuhnya kembali beraktivitas seperti biasanya","https://www.instagram.com/p/C6lXLP-Lv6y/",,,,,,,,,,,,,,,,,,
